Description,Revenue
ENVELOPE 50 ROMANTIC IMAGES,5.1
POLYESTER FILLER PAD 60x40cm,5.1
PINK FOXGLOVE ARTIIFCIAL FLOWER,5.099999999999998
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,4.950000000000001
DIAMANTE HAIR GRIP PACK/2 LT ROSE,4.950000000000001
BLOSSOM IMAGES SCRAP BOOK SET,4.95
JADE CRYSTAL+GLASS BRACELET,4.95
VINTAGE BEAD PINK JEWEL STAND,4.95
"LETTER ""B"" BLING KEY RING",4.7299999999999995
BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65
"SILICON CUBE 25W, BLUE",4.62
METAL BASE FOR CANDLES,4.62
PINK ACRYLIC JEWEL SNOWFLAKE,4.5600000000000005
PINK FLUFFY CHRISTMAS DECORATION,4.5600000000000005
"GREETING CARD, TWO SISTERS.",4.5600000000000005
3 BLACK CATS W HEARTS BLANK CARD,4.5600000000000005
FLOWER PURPLE CLOCK WITH SUCKER,4.35
CUTE RABBIT CEATURE SCREEN ,4.29
POTTING SHED SOW 'N' GROW SET,4.25
FRYING PAN RED POLKADOT ,4.25
FLOWER PURPLE CLOCK W/SUCKER,4.25
UBO-LIGHT TRIOBASE PURPLE,4.25
CAKE STAND LACE WHITE,4.25
LIGHT DECORATION BATTERY OPERATED,4.2
GOLD COSMETIC BAG PINK STAR,4.2
 I LOVE LONDON MINI RUCKSACK,4.15
WINE BOTTLE DRESSING DARK BLUE,4.0600000000000005
ASSTD RASTA KEY-CHAINS,3.7800000000000002
BLUE CRUSOE CHECK LAMPSHADE,3.78
"LETTER ""F"" BLING KEY RING",3.7699999999999996
FIRE POLISHED GLASS BRACELET BLACK,3.75
BAROQUE BUTTERFLY EARRINGS CRYSTAL,3.75
ROBOT MUG IN DISPLAY BOX,3.75
GOLD PRINT PAPER BAG,3.6100000000000003
FOLDING CAMPING SCISSOR W/KNIF & S,3.5999999999999996
PASTEL PINK PHOTO ALBUM ,3.5
"LETTER ""Z"" BLING KEY RING",3.4799999999999995
"LETTER ""U"" BLING KEY RING",3.4799999999999995
"LETTER ""W"" BLING KEY RING",3.4799999999999995
"LETTER ""O"" BLING KEY RING",3.4799999999999995
"LETTER ""T"" BLING KEY RING",3.4799999999999995
UBO-LIGHT TRIOBASE BLUE,3.4
WHITE ANEMONE ARTIFICIAL FLOWER,3.38
DIAMANTE HAIR GRIP PACK/2 MONTANA,3.3000000000000003
PURPLE/BLUE CERAMIC CANDLE HOLDER,3.3
HEARTS WRAPPING TAPE ,3.25
WINE BOTTLE DRESSING LT.BLUE,3.0399999999999996
MIDNIGHT BLUE CRYSTAL DROP EARRINGS,2.95
SILVER AND BLACK ORBIT NECKLACE,2.95
BLACK DROP EARRINGS W LONG BEADS,2.95
WHITE STONE/CRYSTAL EARRINGS,2.95
CHERRY BLOSSOM PURSE,2.95
GREEN ENAMEL FLOWER HAIR TIE,2.9499999999999993
WHITE ENAMEL FLOWER HAIR TIE,2.9499999999999993
WHITE ROSEBUD  PEARL EARRINGS,2.55
CRACKED GLAZE EARRINGS BROWN,2.55
CRACKED GLAZE EARRINGS RED,2.55
NECKLACE+BRACELET SET PINK DAISY,2.55
INCENSE BAZAAR PEACH,2.52
LADLE LOVE HEART RED ,2.52
PURPLE/TURQ FLOWERS HANDBAG,2.5
HAPPY BIRTHDAY CARD STRIPEY TEDDY,2.47
PINK CRYSTAL SKULL PHONE CHARM,2.47
BIG POLKADOT MUG,2.34
GREEN POP ART MAO CUSHION COVER ,2.2800000000000002
DOLPHIN WINDMILL,2.12
SCALLOP SHELL SOAP DISH,2.1
AMBER BERTIE GLASS BEAD BAG CHARM,2.1
TEA TIME BREAKFAST BASKET,2.1
SET/6 IVORY BIRD T-LIGHT CANDLES,2.1
3 BIRDS CANVAS SCREEN,2.04
BLACK PHOTO ALBUM ,1.9500000000000002
PINK POLKADOT KIDS BAG,1.95
EASTER CRAFT IVY WREATH WITH CHICK,1.95
CROCHET DOG KEYRING,1.65
FLOWER SHOP DESIGN MUG,1.65
CROCHET LILAC/RED BEAR KEYRING,1.65
ORANGE FLOWER MUG ,1.56
CHAMPAGNE TRAY BLANK CARD,1.52
DUSTY PINK CHRISTMAS TREE 30CM,1.25
PACK 4 FLOWER/BUTTERFLY PATCHES,1.25
FUNKY MONKEY MUG,1.25
RUBY GLASS CLUSTER EARRINGS,1.25
BLACKCHRISTMAS TREE 30CM,1.25
SET 36 COLOURING PENCILS DOILEY,1.25
BLUE LEAVES AND BEADS PHONE CHARM,1.25
ORANGE FELT VASE + FLOWERS,1.25
60 GOLD AND SILVER FAIRY CAKE CASES,1.1
CAT WITH SUNGLASSES BLANK CARD,0.95
HAPPY BIRTHDAY CARD TEDDY/CAKE,0.95
PURPLE FRANGIPANI HAIRCLIP,0.85
PINK CRYSTAL GUITAR PHONE CHARM,0.85
VINTAGE BLUE TINSEL REEL,0.84
WHITE BEADED GARLAND STRING 20LIGHT,0.8000000000000007
SET 12 COLOURING PENCILS DOILEY,0.65
HEN HOUSE W CHICK IN NEST,0.42
PADS TO MATCH ALL CUSHIONS,0.003
DROP DIAMANTE EARRINGS GREEN,0.0
BLACK 3 BEAD DROP EARRINGS,0.0
"PAPER CRAFT , LITTLE BIRDIE",0.0
DAISY HAIR COMB,0.0
PURPLE ENAMEL FLOWER HAIR TIE,0.0
HANGING RIDGE GLASS T-LIGHT HOLDER,0.0
DIAMANTE HAIR GRIP PACK/2 PERIDOT,0.0
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,0.0
CLASSIC DIAMANTE EARRINGS JET,0.0
GLASS CAKE COVER AND PLATE,0.0
SET 10 CARDS HANGING BAUBLES 17080,0.0
BLACK CHERRY LIGHTS,0.0
PINK DAISY BAG CHARM,0.0
2 DAISIES HAIR COMB,0.0
PORCELAIN HANGING BELL SMALL,-1.45
VINTAGE GOLD TINSEL REEL,-2.52
PINK LARGE JEWELED PHOTOFRAME,-2.55
WOOLLY HAT SOCK GLOVE ADVENT STRING,-2.95
BLUE FLYING SINGING CANARY,-3.75
ROBIN CHRISTMAS CARD,-3.7800000000000002
SMALL TAHITI BEACH BAG,-3.81
PINK POODLE HANGING DECORATION ,-4.5600000000000005
FLAMINGO LIGHTS,-4.95
SWEETHEART KEY CABINET,-5.55
PINK SMALL GLASS CAKE STAND,-5.85
LARGE ROUND CUTGLASS CANDLESTICK,-6.75
3 WICK CHRISTMAS BRIAR CANDLE ,-7.5
CREAM SWEETHEART SHELF + HOOKS,-7.95
TEA TIME CAKE STAND IN GIFT BOX,-10.75
CREAM SWEETHEART TRAYS,-12.75
ANTIQUE LILY FAIRY LIGHTS,-14.850000000000001
BLUE PADDED SOFT MOBILE,-25.5
PINK CHERRY LIGHTS,-27.0
ASSORTED TUTTI FRUTTI ROUND BOX,-39.599999999999994
WOODEN BOX ADVENT CALENDAR ,-45.7
CREAM SWEETHEART MAGAZINE RACK,-46.849999999999994
WHITE CHERRY LIGHTS,-54.0
CHALKBOARD KITCHEN ORGANISER,-87.8
Discount,-5696.22
CRUK Commission,-7933.43
Manual,-58745.46
